TYPE,NAME,DESC,SAMPLE_ID,VISIBLE_ID,LATITUDE,LONGITUDE,TOWN,LGA,STATE,COUNTRY
T,NULL,NULL,637211850,373,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.138691558106146,2.8692593630342924,NULL,Iwajowa,Oyo,Nigeria
T,NULL,NULL,637211628,151,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,7.975916829111256,5.875202149482939,NULL,Mopa-Muro,Kogi,Nigeria
T,NULL,NULL,637211771,294,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,7.691061052120176,4.885618342618343,NULL,Efon,Ekiti,Nigeria
T,NULL,NULL,637211594,117,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.41276755109756,5.002578184215209,NULL,Ifelodun,Kwara,Nigeria
T,NULL,NULL,637211974,497,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,10.991291743016006,8.992172515427038,Kyata,Ningi,Bauchi,Nigeria
T,NULL,NULL,637211769,292,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.205526215104072,5.739646114018149,NULL,Yagba East,Kogi,Nigeria
T,NULL,NULL,637211784,307,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,9.907115026050434,12.811181877490107,NULL,Song,Adamawa,Nigeria
T,NULL,NULL,637211910,433,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,6.1209855981691135,6.632483745628651,NULL,Oshimili North,Delta,Nigeria
T,NULL,NULL,637211512,35,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.035475132109397,4.836839446167795,NULL,Ila,Osun,Nigeria
T,NULL,NULL,637211913,436,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,10.212452391040756,5.17882529720056,NULL,Mashegu,Niger,Nigeria
T,NULL,NULL,637211745,268,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,6.442492639159141,5.347263789490686,NULL,Ovia South-West,Edo,Nigeria
T,NULL,NULL,637211833,356,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,6.138502746168598,5.353731923795165,NULL,Ovia North-East,Edo,Nigeria
T,NULL,NULL,637211869,392,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.351322786099473,5.675236739960022,NULL,Yagba West,Kogi,Nigeria
T,NULL,NULL,637211658,181,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.057843182108684,6.1837733581304715,NULL,Kabba/Bunu,Kogi,Nigeria
T,NULL,NULL,637211589,112,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,7.313499138131988,5.857685704798365,NULL,Ose,Ondo,Nigeria
T,NULL,NULL,637211673,196,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,5.238121337196532,8.379078844429799,NULL,Akamkpa,Cross River,Nigeria
T,NULL,NULL,637211717,240,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,6.497469534157418,5.076152187298745,NULL,Ese Odo,Ondo,Nigeria
T,NULL,NULL,637211778,301,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,6.575892458154982,6.024234067388829,NULL,Uhunmwonde,Edo,Nigeria
T,NULL,NULL,637211582,105,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.46127657709603,11.370196187189595,NULL,Bali,Taraba,Nigeria
T,NULL,NULL,637211793,316,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.599257804091707,4.835491320124186,NULL,Ilorin East,Kwara,Nigeria
T,NULL,NULL,637211977,500,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,7.0704150221395565,3.828930709183769,NULL,Ijebu North,Ogun,Nigeria
T,NULL,NULL,637211523,46,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,6.578587404154874,5.981653920936613,NULL,Uhunmwonde,Edo,Nigeria
T,NULL,NULL,637211522,45,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.288261053101465,11.171309385026571,NULL,Bali,Taraba,Nigeria
T,NULL,NULL,637211741,264,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,7.979959247111125,9.131774712998029,NULL,Guma,Benue,Nigeria
T,NULL,NULL,637211718,241,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.601144266091652,5.3195035928620245,NULL,Ifelodun,Kwara,Nigeria
T,NULL,NULL,637211736,259,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,4.825794622209287,6.1886271411701905,NULL,Southern Ijaw,Bayelsa,Nigeria
T,NULL,NULL,637211637,160,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,7.093591556138833,4.775126175436351,NULL,Ondo West,Ondo,Nigeria
T,NULL,NULL,637211897,420,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,6.987141195142158,10.950864194286028,NULL,Sardauna,Taraba,Nigeria
T,NULL,NULL,637211566,89,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.525146793094038,11.395528602587426,NULL,NULL,NULL,NULL
T,NULL,NULL,637211857,380,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.693311414088754,6.31986738171182,NULL,NULL,NULL,NULL
T,NULL,NULL,637211509,32,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,6.953454372143199,6.176767648814619,NULL,Owan East,Edo,Nigeria
T,NULL,NULL,637211768,291,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.16321556510539,5.22194706421594,NULL,Oke Ero,Kwara,Nigeria
T,NULL,NULL,637211888,411,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,7.066911593139665,10.787011408615689,NULL,Kurmi,Taraba,Nigeria
T,NULL,NULL,637211744,267,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,5.2774675471953,8.233821234922877,NULL,Akamkpa,Cross River,Nigeria
T,NULL,NULL,637211640,163,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,10.14885166904277,7.940336403172656,NULL,Kajuru,Kaduna,Nigeria
T,NULL,NULL,637211656,179,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,6.965851123142841,3.576144889862831,NULL,Obafemi Owode,Ogun,Nigeria
T,NULL,NULL,637211701,224,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,5.236234875196587,8.215495632791134,NULL,Akamkpa,Cross River,Nigeria
T,NULL,NULL,637211856,379,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,7.675160871120681,5.515696699587074,NULL,Ikole,Ekiti,Nigeria
T,NULL,NULL,637211629,152,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.012837587110084,6.040132794433577,NULL,Ijumu,Kogi,Nigeria
T,NULL,NULL,637211592,115,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,6.95210689914326,5.420835339112413,NULL,Idanre,Ondo,Nigeria
T,NULL,NULL,637211782,305,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.014993543110052,6.213956799030486,NULL,Kabba/Bunu,Kogi,Nigeria
T,NULL,NULL,637211668,191,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.30631719010087,4.951643831164392,NULL,Isin,Kwara,Nigeria
T,NULL,NULL,637211750,273,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,7.793738489116976,10.204902355169176,NULL,Donga,Taraba,Nigeria
T,NULL,NULL,637211944,467,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,4.827411589209234,6.191861075095931,NULL,Southern Ijaw,Bayelsa,Nigeria
T,NULL,NULL,637211626,149,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,5.533217908187368,8.131952090351303,NULL,Biase,Cross River,Nigeria
T,NULL,NULL,637211576,99,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.16941394110519,4.651696515171226,NULL,Oyun,Kwara,Nigeria
T,NULL,NULL,637211647,170,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.696545349088638,5.026832357789471,NULL,Ifelodun,Kwara,Nigeria
T,NULL,NULL,637211672,195,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,5.71701321518168,7.574367651741149,NULL,Bende,Abia,Nigeria
T,NULL,NULL,637211527,50,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,6.990105636142076,5.449401728415799,NULL,Idanre,Ondo,Nigeria
T,NULL,NULL,637211866,389,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,8.267240475102113,5.9617095812546905,NULL,Mopa-Muro,Kogi,Nigeria
T,NULL,NULL,637211643,166,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,6.486150761157759,4.285994073461398,NULL,Ogun Waterside,Ogun,Nigeria
T,NULL,NULL,637211826,349,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,5.896496609176111,6.372421656904009,NULL,Ndokwa West,Delta,Nigeria
T,NULL,NULL,637211887,410,NULL,NULL,NULL,NULL,NULL,NULL
T,NULL,NULL,,,9.928405099049755,12.844329681864163,NULL,Song,Adamawa,Nigeria
T,NULL,NULL,637211796,319,NULL,NULL,NULL,NULL,NULL,NULL
